Unnamed: 0,prompt,source,prompt_no
1199,"You can feed in data as to the hour, day, month and year, turn the cranks, and the planets there will turn to their proper position exactly as the real planets should run.",mnli,"Du kan mate inn data om time, dag, måned og år, vri sveivene, og planetene der vil vende seg til riktig posisjon nøyaktig slik de virkelige planetene skal kjøre."
1200,"It's almost the last thing I remember before waking up in the hospital… . 169 ""Go on,"" said Sir James, in his quiet penetrating tones.",mnli,"Det er nesten det siste jeg husker før jeg våknet på sykehuset... 169 «Fortsett,» sa Sir James med sine stille gjennomtrengende toner."
1201,"Cleveland was a firefighter. He was on his way to a building fire with his team. When they arrived at the building, the fire was still very mild.",roc,Cleveland var en brannmann. Han var på vei til en bygningsbrann med teamet sitt. Da de kom til bygget var brannen fortsatt svært mild.
1202,Nearly a full generation has passed and none of us who lives in those times speaks of the days when the slaves bled for our town.,mnli,"Nesten en hel generasjon har gått, og ingen av oss som lever på den tiden snakker om dagene da slavene blødde for byen vår."
1203,"Tommy started in pursuit at once, and was in time to see them turn the corner of the street.",mnli,"Tommy begynte å forfølge med en gang, og var i tide til å se dem snu hjørnet av gaten."
1204,"All the kids in my city are playing Pokemon. They have been passing by my house, which is a hot spot.",roc,"Alle barna i byen min spiller Pokémon. De har gått forbi huset mitt, som er et hot spot."
1205,They were almost at the main tent when a crow flew down and yelled something in Nema's ear.,mnli,De var nesten ved hovedteltet da en kråke fløy ned og ropte noe i øret til Nema.
1206,Louis loved alligators. One day Louis decided to capture an alligator at his local pond. Louis took the alligator home. The alligator was too rough to keep as a pet.,roc,Louis elsket alligatorer. En dag bestemte Louis seg for å fange en alligator ved sin lokale dam. Louis tok med seg alligatoren hjem. Alligatoren var for grov til å holde som kjæledyr.
1207,It was one of the longest and blackest I have ever seen.,mnli,Det var en av de lengste og svarteste jeg noen gang har sett.
1208,"Sarah was a huge Lost fan. Like most fans, she hated the way the show ended. She went to a conference where Carlton Cuse was speaking.",roc,Sarah var en stor Lost-fan. Som de fleste fans hatet hun måten showet endte på. Hun dro til en konferanse der Carlton Cuse holdt tale.
1209,"Will had lunch with a friend at a local eatery. The following day, Will began to urinate blood! Will went to the hospital to get checked out.",roc,Will spiste lunsj med en venn på et lokalt spisested. Dagen etter begynte Will å urinere blod! Will dro til sykehuset for å bli sjekket.
1210,But a couple of incidents lately have suggested that someone knows a lot more about what's going on here than I like.,mnli,Men et par hendelser i det siste har antydet at noen vet mye mer om hva som skjer her enn jeg liker.
1211,I have no doubt we appear strange and repulsive to them.,mnli,Jeg er ikke i tvil om at vi fremstår som rare og frastøtende for dem.
1212,Tommy shoved a ticket into my hand and told me to get aboard the cars.,mnli,Tommy stakk en billett i hånden min og ba meg gå ombord i bilene.
1213,"They traveled at an angle, the pace set by Teodoro who led a pack mule.",mnli,"De reiste i en vinkel, tempoet satt av Teodoro som ledet en flokk muldyr."
1214,Let fools like Severn pretend that life continued normally.,mnli,La idioter som Severn late som om livet fortsatte som normalt.
1215,It was up to me to figure out how.,mnli,Det var opp til meg å finne ut hvordan.
1216,Giles made a new year's resolution to exercise more. He purchased a gym membership with an annual term.,roc,Giles tok et nyttårsoppløsning for å trene mer.Han kjøpte et gymmedlemskap med en årlig periode.
1217,"Yes, suh. Drew's agreement was drowned out by a harsh cry from overhead.",mnli,"Ja, suh. Drews avtale ble overdøvet av et hardt rop fra overhead."
1218,"I was afraid I might be late and keep you waiting, said Tuppence gently.",mnli,"Jeg var redd jeg kunne komme for sent og la deg vente, sa Tuppence forsiktig."
1219,Tomorrow is the day of the big race and Rose is going to compete. She's been training hard all year for this race. Rose is confident in herself to win.,roc,I morgen er dagen for det store løpet og Rose skal konkurrere. Hun har trent hardt hele året for dette løpet. Rose er trygg på seg selv for å vinne.
1220,"Yes, why exactly is it so big? And besides, the boss of the region died of a heart attack, and his replacement is a quiet, phlegmatic introvert.",mnli,"Ja, hvorfor er den egentlig så stor? Og dessuten døde sjefen i regionen av et hjerteinfarkt, og erstatteren hans er en stille, flegmatisk introvert."
1221,Sam had a vegetable garden. He noticed a lot of it was being eaten um. He found out there was a rabbit around.,roc,Sam hadde en grønnsakshage. Han la merke til at mye av det ble spist um. Han fant ut at det var en kanin rundt.
1222,His mother was very unhappy. She called her on the phone. She tried to warn her off. She told her that her son was taking advantage of her.,roc,Moren hans var veldig ulykkelig. Hun ringte henne på telefonen. Hun prøvde å advare henne. Hun fortalte henne at sønnen utnyttet henne.
1223,There was a massive shriek of fear and panic from the horde of slaves.,mnli,Det var et massivt skrik av frykt og panikk fra horden av slaver.
1224,"My sister in law celebrated her 25th wedding anniversary yesterday. We attended the wedding. My brother, who is Chinese, taped the ceremony.",roc,"Min svigerinne feiret 25-års bryllupsdag i går. Vi deltok i bryllupet. Broren min, som er kineser, tok opp seremonien."
1225,But I eventually decided in favour of 'a woman's happiness'.,mnli,"Men jeg bestemte meg til slutt for ""en kvinnes lykke""."
1226,"One day at the zoo, I walked over to the gorilla enclosure. A large male silverback gorilla walked out from the corner.",roc,En dag i dyrehagen gikk jeg bort til gorilla-innhegningen. En stor mannlig sølvrygggorilla gikk ut fra hjørnet.
1227,Blake lost his job. He began looking for a new job. Blake found a new job in another city. He had to move to take the job.,roc,Blake mistet jobben.Han begynte å lete etter en ny jobb.Blake fant en ny jobb i en annen by.Han måtte flytte for å ta jobben.
1228,There was certainly nothing of the policeman about them.,mnli,Det var absolutt ingenting av politimannen ved dem.
1229,Leaving them to die is a harsh condemnation.,mnli,Å forlate dem til å dø er en hard fordømmelse.
1230,He used to be a promising youngster; now he's turning bronco fast.,mnli,Han pleide å være en lovende unggutt; nå blir han bronco fort.
1231,"Then the words made sense, penetrating his concern for the man who had said them.",mnli,"Da ga ordene mening, og trengte inn i hans bekymring for mannen som hadde sagt dem."
1232,I could only see sideways into the room.,mnli,Jeg kunne bare se sidelengs inn i rommet.
1233,"As the tankards filled, they brought it to their lips and drank, letting it pour down their chins and chests.",mnli,"Mens karene fylte seg, førte de det til leppene deres og drakk, og lot det renne ned på haken og brystet."
1234,"There was a lot of danger in such an operation, since the water could continue to saturate the walls and floor, collapsing even more.",mnli,"Det var stor fare ved en slik operasjon, siden vannet kunne fortsette å mette veggene og gulvet, og kollapse enda mer."
1235,He looked at her and she looked back.,mnli,Han så på henne og hun så tilbake.
1236,"And I say once again, Captain, that men who ride for me do not in addition ride for Kitchell.",mnli,"Og jeg sier nok en gang, kaptein, at menn som rir for meg, ikke i tillegg rir for Kitchell."
1237,"He took out the key from the lock, and passed it to me to inspect.",mnli,Han tok nøkkelen ut av låsen og ga den til meg for å inspisere.
1238,Karen decided to buy a new kitty. She was so in love with her kitty. She took her everywhere. One day she was out getting some milk for home.,roc,Karen bestemte seg for å kjøpe en ny pus.Hun var så forelsket i pusen.Hun tok henne overalt.En dag var hun ute og fikk litt melk til hjemmet.
1239,To have boasted that she knew a lot might have raised doubts in his mind.,mnli,"Å ha skrytt av at hun visste mye, kunne ha reist tvil hos ham."
1240,I am not proud of the things I did but I did them.,mnli,"Jeg er ikke stolt av tingene jeg gjorde, men jeg gjorde dem."
1241,Cole wanted to invest his money in some way. He found out that his company has a 401K to invest in.,roc,Cole ønsket å investere pengene sine på noen måte.Han fant ut at selskapet hans har en 401K å investere i.
1242,Bob hurried to finish telling stories so he could go for his walk. It'd gotten dark by the time he typed the last one.,roc,Bob skyndte seg å avslutte med å fortelle historier slik at han kunne gå på tur. Det var blitt mørkt da han skrev den siste.
1243,The first time I was in a airplane I was by myself. Never have flown before I was very nervous.,roc,Første gang jeg var i et fly var jeg alene. Har aldri flydd før jeg var veldig nervøs.
1244,"My niece and her fiance went to the movies last week. They went to a modern theater with waiter service. They saw an old movie, The Neverending Story.",roc,"Niesen min og forloveden hennes dro på kino forrige uke. De gikk på et moderne teater med servitør. De så en gammel film, The Neverending Story."
1245,They rang again and again but there was no sign of life.,mnli,"De ringte igjen og igjen, men det var ingen tegn til liv."
1246,"Adrin had his rapier and off-hand dagger out, parrying the attack of one while another closed in.",mnli,"Adrin hadde griperen og dolken sin ut, og parerte angrepet til en mens en annen lukket seg inn."
1247,Ernie's family was getting ice cream. He was not that hungry. He told the lady at the counter he only wanted a small scoop.,roc,Ernies familie fikk iskrem. Han var ikke så sulten. Han fortalte damen ved skranken at han bare ville ha en liten scoop.
1248,Susie got a few tattoos last week. All the sudden she got sick. She went to the doctor. The doctor told her she had to take antibiotics.,roc,Susie tok noen tatoveringer forrige uke. Plutselig ble hun syk. Hun gikk til legen. Legen fortalte henne at hun måtte ta antibiotika.
1249,The Gray family took a trip to a New Jersey beach. John and MaryKate went for a dip in the rolling surf.,roc,Gray-familien tok en tur til en strand i New Jersey. John og MaryKate tok en dukkert i den bølgende bølgen.
1250,Saw you in France when I was with the Intelligence.,mnli,Så deg i Frankrike da jeg var med etterretningen.
1251,Andy is an avid golfer. Andy decided to have a putting green in his backyard. Andy felt the green would be good to practice his golfing.,roc,Andy er en ivrig golfspiller. Andy bestemte seg for å ha en puttinggreen i bakgården hans. Andy følte at greenen ville være bra for å øve på golf.
1252,"Nema sprawled across him, staring at his face and burying her head against his shoulder.",mnli,"Nema spratt over ham, stirret på ansiktet hans og begravde hodet mot skulderen hans."
1253,"Perfectly sickening the way those brass hats drove from the War Office to the Savoy, and from the Savoy to the War Office!",mnli,"Helt kvalmende måten disse messinghattene kjørte fra krigskontoret til Savoyen, og fra Savoyen til krigskontoret!"
1254,Today Eric is going to see Dr Miller. Eric is not sick today. He is going to see Dr Miller for a check-up.,roc,I dag skal Eric se Dr Miller. Eric er ikke syk i dag. Han skal se Dr Miller for en sjekk.
1255,Sarah wanted a net to catch bugs. Sarah's mom bought her a net for her birthday. Sarah spent days trying to catch a bug.,roc,Sarah ville ha et nett for å fange insekter. Sarahs mor kjøpte et nett til henne til bursdagen hennes. Sarah brukte dager på å prøve å fange en feil.
1256,"I was killed; all right, if you say I was, I was.",mnli,"jeg ble drept; greit, hvis du sier at jeg var det, så var jeg det."
1257,"Sunlight streamed in through the window, and there were fleecy clouds showing in the blue sky.",mnli,"Sollys strømmet inn gjennom vinduet, og det var fleecy skyer som viste seg på den blå himmelen."
1258,"Brenda wanted to earn money online. So she decided to start a blog. She wrote about food, cooking, gardening, and her dog.",roc,"Brenda ønsket å tjene penger på nettet. Så hun bestemte seg for å starte en blogg. Hun skrev om mat, matlaging, hagearbeid og hunden hennes."
1259,"It seemed to be the general law, but for all he knew, ignorance of the law here might change the law.",mnli,"Det så ut til å være den generelle loven, men for alt han visste, kan uvitenhet om loven her endre loven."
1260,Kentucky had been tamed; trains did puff along through the Blue Grass and the mountains there.,mnli,Kentucky hadde blitt temmet; tog fosset gjennom Blue Grass og fjellene der.
1261,"It was hard to see, since there was no electric lighting system now.",mnli,"Det var vanskelig å se, siden det ikke var noe elektrisk lyssystem nå."
1262,"I think Mr. Franklin's tired, and we've probably taken enough out of him.",mnli,"Jeg tror Mr. Franklin er sliten, og vi har sannsynligvis tatt nok ut av ham."
1263,"She could not have committed the crime single-handed, but the reasons against that did not debar her from being an accomplice.",mnli,"Hun kunne ikke ha begått forbrytelsen på egenhånd, men årsakene mot det hindret henne ikke i å være medskyldig."
1264,I was bored one day. So I decided I wanted to learned to knit. I got a book. It taught how to knit a scarf.,roc,Jeg kjedet meg en dag. Så jeg bestemte meg for å lære å strikke. Jeg har en bok. Den lærte å strikke et skjerf.
1265,"Now, you've some tall talkin' to do your ownself.",mnli,Nå har du noen høye snakke for å gjøre deg selv.
1266,"Why, if it isn't too delightful to see you again, Mr. Hastings, after all these years.",mnli,"Hvis det ikke er for herlig å se deg igjen, Mr. Hastings, etter alle disse årene."
1267,We took the kids to Jellystone campground. They loved playing in the pool and playground. At night they had a hayride. The characters were on it to greet the kids.,roc,Vi tok barna til Jellystone campingplass. De elsket å leke i bassenget og lekeplassen. Om natten hadde de en høykjøring. Karakterene var på den for å hilse på barna.
1268,April bought a Powerball lottery ticket at the gas station. She was excited about the prospect of winning millions of dollars.,roc,April kjøpte en Powerball-lodd på bensinstasjonen. Hun var spent på utsiktene til å vinne millioner av dollar.
1269,"I slept not at all that night, every time I dozed I saw the war.",mnli,"Jeg sov ikke i det hele tatt den natten, hver gang jeg slumret så jeg krigen."
1270,"I'd just love to give you a real, rattling good time.",mnli,"Jeg vil bare gjerne gi deg en skikkelig, skranglende god tid."
1271,Aaron wanted to explore his surroundings. He went driving close to the river. He got mud on the side of the car. His wife asked where he had been.,roc,Aaron ønsket å utforske omgivelsene sine. Han kjørte nær elven. Han fikk gjørme på siden av bilen. Kona hans spurte hvor han hadde vært.
1272,Katie was writing a paper for her English class. Her paper was the best in the class. Katie's professor entered her paper into a contest.,roc,Katie skrev et papir for sin engelskklasse.Papiret hennes var den beste i klassen.Katies professor kom inn i papiret sitt i en konkurranse.
1273,Nina's friends are at her house for a surprise birthday party. They all hide and wait for Nina to arrive. Nina opens her door with great shock.,roc,Ninas venner er hjemme hos henne for en overraskende bursdagsfest.De gjemmer seg og venter på at Nina kommer.Nina åpner døren med stort sjokk.
1274,"The prisoner, on the contrary, was at that time at a lonely spot called Marston's Spinney, where he had been summoned by an anonymous note, couched in blackmailing terms, and threatening to reveal certain matters to his wife unless he complied with its demands.",mnli,"Fangen, tvert imot, var på det tidspunktet på et ensomt sted kalt Marston's Spinney, hvor han var blitt tilkalt av en anonym lapp, utpresset og truet med å avsløre visse forhold til sin kone med mindre han etterkom kravene."
1275,"James wanted to bring a water bottle to camp. He filled a bottle with tap water. When he took his first gulp, the water tasted like soap.",roc,"James ville ta med en vannflaske til leiren. Han fylte en flaske med vann fra springen. Da han tok sin første slurk, smakte vannet som såpe."
1276,"Her face was so wicked I nearly died, but I smiled up at her doubtfully, and asked her in French where I was.",mnli,"Ansiktet hennes var så ond at jeg nesten døde, men jeg smilte tvilende til henne og spurte henne på fransk hvor jeg var."
1277,Adrin let the rain pour over the corners of his hat.,mnli,Adrin lot regnet helle over hattehjørnene.
1278,Amy and Seth were laying on the grass looking up at the clouds. They were pointing out shapes to each other.,roc,Amy og Seth lå på gresset og så opp på skyene.De påpekte former for hverandre.
1279,"My wife and I went out on Sunday. Driving home, we saw household items left near our building's dumpster. She went through the items and took two ceramic containers.",roc,"Min kone og jeg dro ut på søndag. Da vi kjørte hjem, så vi husholdningsartikler som ble lagt igjen i nærheten av bygningens søppelcontainer. Hun gikk gjennom gjenstandene og tok to keramiske beholdere."
1280,I'd say they warn't even talkin' by th' time they pulled up here.,mnli,Jeg vil si de advarte ikke engang å snakke før de kom hit.
1281,Gregory has a bad habit of chewing an entire packet of gum. He chews each piece until the flavor disappears. Then he opens up another piece to chew.,roc,Gregory har en dårlig vane med å tygge en hel pakke tyggegummi. Han tygger hver bit til smaken forsvinner. Så åpner han en annen bit for å tygge.
1282,Donna visited the diner near her apartment. She had never been to the diner. She ordered the cheeseburger and onion rings. The cheeseburger was the best Donna ever had.,roc,Donna besøkte spisestuen i nærheten av leiligheten hennes. Hun hadde aldri vært på spisestedet. Hun bestilte cheeseburger og løkringer. Cheeseburgeren var den beste Donna noensinne har hatt.
1283,Jed had an optical camera bolted to his skull. He went to a fancy restaurant. The waiter pointed at the sign saying no cameras allowed.,roc,Jed hadde et optisk kamera festet til hodeskallen. Han dro til en fancy restaurant. Servitøren pekte på skiltet som sa ingen kameraer tillatt.
1284,Ziggy was the family dog. His owner felt a lump on his shoulder and took him to the vet. The vet said it was cancerous and had to be removed.,roc,Ziggy var familiens hund. Eieren hans kjente en klump på skulderen og tok ham med til veterinæren. Veterinæren sa at det var kreft og måtte fjernes.
1285,"Cox is afraid of the doctor because he gives him shots. Cox always cried and he didn't like the pain. One day, he was forced to go.",roc,"Cox er redd legen fordi han gir ham skudd. Cox gråt alltid, og han likte ikke smerten. En dag ble han tvunget til å gå."
1286,Sam was shopping one day. When he got out of the store he noticed a flat tire. Luckily he had a portable air pump. He filled the tire back up.,roc,Sam var på shopping en dag. Da han kom ut av butikken la han merke til et flatt dekk. Heldigvis hadde han en bærbar luftpumpe. Han fylte dekket igjen.
1287,"Even if this type of parachute hadn't existed before, now we were witnessing its birth and everything was depending on the color of those unfortunate ropes.",mnli,"Selv om denne typen fallskjerm ikke hadde eksistert før, var vi nå vitne til dens fødsel, og alt var avhengig av fargen på de uheldige tauene."
1288,"Sergeant, take those two men into custody. A jerk of the head indicated Drew and Anse.",mnli,"Sersjant, ta de to mennene i varetekt. Et rykk i hodet indikerte Drew og Anse."
1289,"Gary's house was recently robbed. Gary immediately suspected one of his roommates. Gary's alarm did not go off, so he knew it was an inside job.",roc,"Gary's House ble nylig ranet.Gary mistenkte umiddelbart en av romkameratene hans.Garys alarm gikk ikke av, så han visste at det var en innvendig jobb."
1290,Kenny has a friend who passed away. Kenny's friend's family didn't have the money to pay for his funeral. Kenny raised the money by washing cars.,roc,Kenny har en venn som gikk bort. Familien til Kennys venn hadde ikke penger til å betale for begravelsen hans. Kenny samlet inn pengene ved å vaske biler.
1291,"Then if Boris comes, you could make some kind of signal, and I'd trail him.",mnli,"Så hvis Boris kommer, kan du gi et slags signal, og jeg vil følge ham."
1292,Jon saw the cold steel in his hands and in his eyes.,mnli,Jon så det kalde stålet i hendene og i øynene.
1293,Bob applied for a loan to go back to school. The bank denied him on the spot. Bob demanded to know why he was denied.,roc,Bob søkte om lån for å gå tilbake til skolen. Banken nektet ham på stedet. Bob krevde å få vite hvorfor han ble nektet.
1294,"But I took his number, and I'll send him a postal order to-morrow, so that he won't lose by it if he happens to be genuine.",mnli,"Men jeg tok nummeret hans, og jeg sender ham en postordre i morgen, slik at han ikke mister det hvis han tilfeldigvis er ekte."
1295,"Kevin wanted to go skydiving. He checked the internet and found a local skydiving business. When he showed up for his appointment, nervousness set in.",roc,"Kevin ville gå fallskjermhopping. Han sjekket internett og fant en lokal fallskjermhoppingsvirksomhet. Da han møtte opp på avtalen, satte nervøsiteten inn."
1296,"I could hear him ahead, though I couldn't see him.",mnli,"Jeg kunne høre ham foran, selv om jeg ikke kunne se ham."
1297,"She's my cousin, and as patriotic a girl as ever stepped. 181 ""I don't care a damn what she is, but get out of here!"" retorted Tommy also at the top of his voice.",mnli,"Hun er kusinen min, og så patriotisk en jente som noen gang tråkket.181 ""Jeg bryr meg ikke om hva hun er, men kom ut herfra!""retorterte Tommy også på toppen av stemmen."
1298,Bob sold his chainsaw to a local rancher. The rancher was dumbfounded at how little he wanted for it. Bob figured he could really blow the rancher's mind.,roc,Bob solgte motorsagen sin til en lokal gårdbruker. Gårdmannen ble stum over hvor lite han ville ha for den. Bob regnet med at han virkelig kunne blåse raneierens sinn.
1299,"Ike was playing Twister with his little brother. He thought since his brother was shorter, he'd definitely win! But Ike was surprised as they played.",roc,"Ike spilte Twister med lillebroren.Han trodde siden broren var kortere, han ville definitivt vunnet!Men Ike ble overrasket da de spilte."
1300,"I'm doin' th' sayin' of what goes on, on my own property.",mnli,"Jeg sier om det som skjer, på min egen eiendom."
1301,"Dawson had studied hard for his math test. He thought he had done well. When his teacher handed it back, he saw he had failed it!",roc,"Dawson hadde studert hardt til matteprøven. Han mente han hadde gjort det bra. Da læreren hans ga den tilbake, så han at han hadde mislyktes!"
1302,"By bringing disgrace upon our name!' Again I didn't hear what he said, but she went on: 'Nothing that you can say will make any difference.",mnli,"Ved å bringe vanære over vårt navn!' Igjen hørte jeg ikke hva han sa, men hun fortsatte: «Ingenting du kan si vil gjøre noen forskjell."
1303,"Oh, I know who he was, said Sir James easily.",mnli,"Å, jeg vet hvem han var, sa Sir James lett."
1304,"The players, main and line referees, and the audience members in the first five rows had to wear surgical masks during the game, and each unsuitable or already used puck would be disposed in special bio-hazard waste containers commissioned by the Federation for specifically this purpose, and designed and produced by the Beoning company.",mnli,"Spillerne, hoved- og linjedommerne og publikum i de første fem radene måtte bære kirurgiske masker under kampen, og hver uegnet eller allerede brukt puck ville bli kastet i spesielle beholdere for biologisk farlig avfall bestilt av forbundet for spesifikt dette. formål, og designet og produsert av Beoning-selskapet."
1305,"Yes, but there's no one left to sleuth.",mnli,"Ja, men det er ingen igjen å speide."
1306,Gary went into the hotel with his wife. They tried to book a hotel. The front desk worker took a while to book a room.,roc,Gary gikk inn på hotellet med sin kone. De prøvde å bestille hotell. Resepsjonsarbeideren tok en stund å bestille et rom.
1307,Rachel was making breakfast. She had eggs cooking on the skillet. For a moment she went to cut some fruit.,roc,Rachel lagde frokost. Hun kokte egg på pannen. Et øyeblikk gikk hun for å kutte litt frukt.
1308,Heather was walking in the parking lot of a store and found a wallet. She looked inside and realized there was a few hundred dollars there.,roc,Heather gikk på parkeringsplassen til en butikk og fant en lommebok. Hun så inn og innså at det var noen hundre dollar der.
1309,Mary listens to her music way too loud. It really bothers her roommates. Her roommates asked her the other day to turn her music down.,roc,Mary hører på musikken hennes altfor høyt. Det plager romkameratene hennes virkelig. Romkameratene hennes ba henne her om dagen om å skru ned musikken.
1310,Suzy wanted to get her friends together. She had a taco night. They all had fun. But all the sudden the power went out.,roc,Suzy ønsket å få vennene sine sammen.Hun hadde en taco -natt.De hadde alle det gøy.Men plutselig gikk kraften ut.
1311,And don't you forget I've got you covered every inch of the way.,mnli,Og ikke glem at jeg har deg dekket hver tomme av veien.
1312,I went to work with a jacket on due to cold weather. My boss informed me that I couldn't have a jacket with a hood.,roc,Jeg gikk på jobb med en jakke på grunn av kaldt vær.Sjefen min informerte meg om at jeg ikke kunne ha en jakke med hette.
1313,Rachel was feeling lots of pressure. She was at her gymnastics meet and was nervous about how she would do. It was her turn to get on the mat.,roc,Rachel følte mye press.Hun var på gymnastikkmøtet sitt og var nervøs for hvordan hun ville gjøre det.Det var hennes tur å komme på matten.
1314,Candace saw Cindy wearing some beautiful shoes. She went to the mall to find the same exact pair. Candace searched for over two hours and finally found the shoes.,roc,Candace så Cindy ha på seg noen vakre sko. Hun dro til kjøpesenteret for å finne det samme paret. Candace lette i over to timer og fant til slutt skoene.
1315,"Janet went to a local pizza shop. Since it was her first time there, she order a plain pizza. The server placed mushrooms and pepperoni on it.",roc,"Janet dro til en lokal pizzabutikk.Siden det var hennes første gang der, bestilte hun en vanlig pizza.Serveren plasserte sopp og pepperoni på den."
1316,"Nay, he will come to us when the time is right, said Jon.",mnli,"Nei, han kommer til oss når tiden er inne, sa Jon."
1317,"Joan decided to throw a Halloween party. She thought of many great costumes, but couldn't decide which to wear. She decided to be a witch. She picked her costume carefully.",roc,"Joan bestemte seg for å arrangere en Halloween-fest. Hun tenkte på mange flotte kostymer, men kunne ikke bestemme seg for hvilke hun skulle ha på seg. Hun bestemte seg for å bli en heks. Hun plukket kostymet sitt nøye."
1318,Sam drove hard and fast. He was going up the interstate on day really fast. He wasn't paying attention and zoomed past a police office.,roc,Sam kjørte hardt og fort. Han skulle opp motorveien på dagen veldig fort. Han var ikke oppmerksom og zoomet forbi et politikontor.
1319,My niece had a child at 18. Her father did not provide child support. He claimed he was having trouble finding work.,roc,Niesen min fikk barn da hun var 18. Faren hennes ga ikke barnebidrag. Han hevdet at han hadde problemer med å finne arbeid.
1320,"I did so, and felt something bitty and sticky shoved down my throat.",mnli,"Jeg gjorde det, og kjente noe bitty og klissete dyttet ned i halsen."
1321,"The only way to break a stalemate,' White said, 'is with a bold move.'",mnli,"Den eneste måten å bryte en fastlåst død, sa White, 'er med et dristig trekk.'"
1322,Jack had been going steady with his girlfriend. His old flame was in town. Jack agrees to hangout with his old flame. His ex put the moves on him.,roc,Jack hadde gått jevnt med kjæresten sin. Den gamle flammen hans var i byen. Jack går med på å henge med sin gamle flamme. Eksen hans satte trekkene på ham.
1323,"You're late, he said, keeping his eyes on the table in front of him.",mnli,"Du er sent ute, sa han og holdt blikket på bordet foran seg."
1324,Lisa needed surgery on her right knee. She was afraid they'd operate on the wrong one. She wrote right on her right knee. She wrote wrong on the left.,roc,Lisa trengte operasjon i høyre kne. Hun var redd de skulle operere feil. Hun skrev rett på høyre kne. Hun skrev feil til venstre.
1325,"Somebody handed me a microphone, and I stood on the edge of the stage; looking down over the precipice, staring at all of the scruffy young people below.",mnli,"Noen ga meg en mikrofon, og jeg sto på kanten av scenen;Ser ned over stupet og stirrer på alle de rufsete ungdommene nedenfor."
1326,"What he seeks to attain we do not know probably supreme power for himself, of a kind unique in history.",mnli,"Hva han søker å oppnå vet vi sannsynligvis ikke den øverste makten for ham selv, av en art unik i historien."
1327,Jessie was on her way to work. She spilt coffee on her outfit before walking out the door. Jessie went and changed her clothes. She got to work late.,roc,Jessie var på vei til jobb. Hun sølt kaffe på antrekket før hun gikk ut døren. Jessie gikk og skiftet klær. Hun kom sent på jobb.
1328,"He listened for any sign of detection, a cry of alarm or a shout of new orders, but nothing came.",mnli,"Han lyttet etter ethvert tegn på deteksjon, et rop om alarm eller et rop av nye ordrer, men ingenting kom."
1329,Darren was hungry so he walked to a vending machine. He put in four quarters to buy some chips.,roc,"Darren var sulten, så han gikk til en salgsautomat.Han satte inn fire kvarter for å kjøpe noen sjetonger."
1330,Tim was very political. He decided to take part in a big protest. It was cracked down on by the cops. Tim was tear gassed and arrested.,roc,Tim var veldig politisk.Han bestemte seg for å delta i en stor protest.Det ble sprukket av politiet.Tim ble tåret avgasset og arrestert.
1331,"I mean, I am not on that man's side,' I said firmly.",mnli,"Jeg mener, jeg er ikke på den mannens side, 'sa jeg bestemt."
1332,"Out of the whole office, Jamie was the biggest talker. He would spend much longer on the phones than anyone else.",roc,Ut av hele kontoret var Jamie den største snakkeren. Han ville bruke mye lenger tid på telefonene enn noen andre.
1333,"There he sent up his name, and the message that it was urgent.",mnli,"Der sendte han opp navnet sitt, og beskjeden om at det hastet."
1334,"Karen wanted to wear a bikini by summer. She vowed to lose twenty pounds. She cut out sweets and sodas. It was hard, but worth it.",roc,"Karen ønsket å bruke bikini om sommeren.Hun svor å miste tjue kilo.Hun kuttet ut søtsaker og brus.Det var vanskelig, men verdt det."
1335,I had a lot of pictures from my wedding on a CD. I went to the store to have prints made.,roc,Jeg hadde mange bilder fra bryllupet mitt på en CD.Jeg dro til butikken for å ha utskrifter.
1336,His head was bald and he had painted a band of scarlet across his eyes.,mnli,Hodet hans var skallet og han hadde malt et band med skarlagen over øynene.
1337,Maya was always being a poor sport while playing games. Maya never played fair with anyone. One day Maya played charades with friends. Maya did not guess the right answer.,roc,Maya var alltid en dårlig sport mens hun spilte spill. Maya spilte aldri rettferdig med noen. En dag spilte Maya charader med venner. Maya gjettet ikke det riktige svaret.
1338,"I was having difficulty reaching my work goal. No matter how hard I tried, there just wasn't much to do. I worked late into the night.",roc,"Jeg hadde problemer med å nå mitt arbeidsmål.Uansett hvor hardt jeg prøvde, var det bare ikke mye å gjøre.Jeg jobbet sent på natten."
1339,"You didn't give me long to work, J,' She said, scratching her head.",mnli,"Du ga meg ikke lang tid til å jobbe, J,» sa hun og klødde seg i hodet."
1340,"Vice-president Kenzo (Gonzo was good, but definitely too harsh, and this was not the image he was aiming for) quickly established himself at the new company by hiring Maurycy, who wrote for him all of the more important documents, and those less important, too, including shopping lists for subvacuum-modified jewelry.",mnli,"Visepresident Kenzo (Gonzo var god, men definitivt for hard, og dette var ikke bildet han siktet til) etablerte seg raskt i det nye selskapet ved å ansette Maurycy, som skrev for ham alle de viktigere dokumentene, og de mindre viktig også, inkludert handlelister for subvakuummodifiserte smykker."
1341,Boris loved video games. He played video games everyday for hours. His older brother bought him a new game for his birthday. Boris was elated when he received his gift.,roc,Boris elsket videospill. Han spilte videospill hver dag i timevis. Hans eldre bror kjøpte et nytt spill til ham til bursdagen hans. Boris var opprømt da han mottok gaven sin.
1342,Jane was pregnant and taking a shower. She was trying to lean over to get a bottle of soap. Suddenly she lost her balance and slipped.,roc,Jane var gravid og tok en dusj. Hun prøvde å lene seg over for å få en flaske såpe. Plutselig mistet hun balansen og skled.
